element,material,synthesis_type,size_nm,precursor_conc_mM,capping_agent_pct,pH,temp_C,stirring_time_min,agitation_rpm,surface_area_m2_g,OH_stretch_present,OH_stretch_count,NH_stretch_present,NH_stretch_count,CH_stretch_present,CH_stretch_count,C=O_stretch_present,C=O_stretch_count,C=C_aromatic_present,C=C_aromatic_count,C-O_stretch_present,C-O_stretch_count,Metal_O_bond_present,Metal_O_bond_count,Fingerprint_region_present,Fingerprint_region_count,num_peaks_total,peak_min,peak_max,peak_range,mean_wavenumber,peaks_per_1000,peak_density,max_peak_intensity,catalytic_activity
Ni,Carbide,Hydrothermal,32.156970557708355,40.53732457963324,3.705427050753447,9.089503033467754,35.98090552540962,345.7823944046316,1097.4804719816557,16.327194963477165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Ni,Carbide,CVD,12.936204627133383,50.2214186729838,1.3596728060482088,10.360645082430167,194.56313460136053,65.25825855207887,770.5553492246968,45.45501364341969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,29.30317533522469
Pd,Metal_Oxide,CVD,84.29694295578308,82.75285439726014,3.5251354777626402,7.623538728989656,108.14760083011983,278.9821115705558,601.4245867824623,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,6,400,3600,3200,2000,1.5,0.001875,6,30.995240406339057
Ag,Composite,Sol-Gel,99.722684639721,30.73853687421466,4.903056006269543,5.455843056616905,154.38080228612307,80.56817279577521,911.4300139304959,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,1.7403735438105183
Ni,Metal_Oxide,Sol-Gel,30.67567161588526,4.026259707169332,0.1967969534937941,4.8909507805773265,85.82386069721139,291.3947102776715,1107.8449023957019,15.854629470410782,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,6.9034994097500615
Cu,Composite,Co-Precipitation,37.06292273249309,84.75952372177777,2.8349391621967523,5.65753292952253,63.91799712342244,152.2890388826185,848.0388788506324,14.094246474389688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,3.2962979231518297
Fe,Composite,Hydrothermal,94.28005178554989,70.32650722978909,3.6747657905838467,10.632619035028245,91.61735144820133,264.9803206270998,330.5678985672274,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,0.0
Pd,Carbide,Green_Synthesis,71.69069276430281,98.85294972729585,1.2667939110740345,6.423891352398618,80.51058255039732,335.67319343215075,1002.0613210992263,10.0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,20.779652123675945
Pd,Composite,Sol-Gel,30.972556514404346,22.858385799215327,1.1256096853357123,5.579977427096857,125.86917360385024,234.6459343243021,1146.6866958065805,16.328048838431158,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,42.40353771664652
Ag,Metal_Oxide,Green_Synthesis,58.94255614582367,126.29780929388787,0.30172752700940497,10.25298505015573,193.0021371897294,333.83067801429445,551.3023670884238,10.0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,25.59656068376506
Pd,Carbide,Green_Synthesis,94.5344987776971,22.787001780618567,0.469599285840378,3.2872830759708913,149.67911678356523,107.55804406378962,867.3486445717651,10.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,27.093048821901974
Pd,Metal,Hydrothermal,81.5576844806863,133.8101971271235,3.283749554241808,8.345624438373079,162.06511928643667,352.78415711262227,669.9829839392972,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,30.433582405698395
Ni,Metal,Co-Precipitation,74.69960594540865,67.97865471675975,2.5260530951597544,10.862686228676445,130.76768420306894,318.0398637514062,223.21010565736788,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,0.0
Ag,Carbide,Hydrothermal,74.2256385492482,82.92098364653152,0.15036113740972967,6.690753741500467,98.06506904563366,65.4992002665146,484.82621572819545,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,2.5258428487870876
Ni,Metal_Oxide,Sol-Gel,19.44599178064249,134.5906190586343,4.848308793763829,5.42386345223356,57.28948570610978,166.46811565217033,280.2125693417381,27.185381490798168,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,14.458726055198493
Fe,Metal,Green_Synthesis,82.81876144433777,45.687044223082985,3.2802293474440254,7.425381624923608,104.77722830065021,335.91974293538175,840.9306941922063,10.54091981261383,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,0.0
Co,Metal,Hydrothermal,29.059625979458897,28.092222439931575,2.5773428450800417,9.457294509228714,174.66968864811966,55.77807039224108,740.3041690462921,18.247963157886105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,17.013903574678405
Fe,Composite,Hydrothermal,93.17593247434989,67.4169915020986,1.3636211831321166,7.649450067316795,190.0999201578596,179.74171161309104,136.88784229199203,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Co,Composite,Hydrothermal,37.73471911935073,37.41071705062831,3.290494424037516,3.0687509516319578,130.56584737934804,268.7859414537762,167.76760569200815,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,14.592552165379747
Ni,Metal_Oxide,Sol-Gel,86.05071891014114,79.64874281950725,1.8208393144135637,3.7049210049721433,170.12438678118528,41.03761227768909,386.8717304416267,11.525888213091289,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,8.084647212115915
Fe,Carbide,Co-Precipitation,28.09088246274454,42.01342180220315,3.5124708133124476,9.491955807807312,72.37174342395676,278.43419831130035,919.3454853575205,15.667138861737525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Ag,Metal_Oxide,Hydrothermal,52.423639785059564,129.8089408037231,3.412859601533821,6.5995620138794875,218.5149221628902,149.1968506682237,239.5197100665397,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,28.485416899336627
Pt,Carbide,Sol-Gel,12.474758957927936,91.49136424640116,0.4637189756206467,10.062982481432115,219.83570140219555,112.29269946660595,325.2515111642341,47.91834066739182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,68.98845526481483
Ni,Metal,Green_Synthesis,66.69165249362506,1.0358597916924377,4.546303541554958,8.84540922695318,97.0737836363182,220.07084282015413,1098.3890343557591,10.38330087771362,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,0.0
Co,Composite,CVD,83.93576896635015,121.01558646729389,2.4348712580084064,8.23364250889691,148.2352538413586,209.62930149088788,700.7512550626711,13.722902625822284,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,4.419360612666976
Cu,Metal_Oxide,Sol-Gel,72.40783356763677,50.20163817219574,1.9647246948327695,11.112376515405701,161.49895639342432,318.3999644459716,782.9346067249419,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Co,Metal_Oxide,CVD,53.27933426798842,48.71098963908861,4.777310718143893,3.191898661326414,131.296758726544,253.08096879404627,601.3427599015874,12.707865033223488,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,8.48245498937396
Cu,Carbide,Hydrothermal,6.42135610294303,58.07635900803564,2.191046405556058,4.3953092525802155,230.00698455050212,169.2152328334443,429.7480895729859,75.32268654593794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,65.9856872430545
Pd,Carbide,Hydrothermal,93.47721870274412,94.90911668452802,3.606104584515322,8.619383599427781,191.43631302846597,244.54567595078993,374.04331385528667,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,30.11532022684851
Fe,Metal_Oxide,Sol-Gel,71.1379757607062,66.86704584873922,3.275682386249181,3.592452418950859,176.31486083696484,277.54885160615436,748.1415448874869,16.70858295286274,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,1.1095640049613165
Cu,Carbide,CVD,75.09469535980263,94.66669643888567,0.8257004904152832,8.80473436554622,142.0209748455341,339.3184314379841,618.0728262610136,10.807537118682994,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,2.696062682350985
Co,Metal_Oxide,Hydrothermal,79.8786964000591,22.870327523733064,4.9557138687156845,11.85708969322741,44.090649236217025,262.4063247970915,543.3364359490115,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Pd,Metal_Oxide,Green_Synthesis,75.27885574090584,145.55450521408878,2.318021611454433,10.909272890950804,49.259809964521736,209.47787733477836,863.8236807897783,10.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,15.597822127637322
Pt,Metal_Oxide,Co-Precipitation,45.229384081636695,109.71133677549572,1.9739128620865425,8.318252316228858,92.27699400490432,153.0834273700688,544.5695740496895,16.778119767500396,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,39.231959160065415
Ag,Metal,Co-Precipitation,73.89493927021879,38.28085896957907,4.59806746376615,11.045790068753659,72.59251038300552,324.18959865327236,140.40341903004844,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Ag,Carbide,Hydrothermal,63.25262520541224,108.90131630314161,2.6461916828855503,4.046413361396387,239.31946867929872,291.53147943216123,1023.6369266716869,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,12.5440458533992
Ag,Composite,CVD,85.69360069954108,86.67879298298426,3.5253848096465616,7.092247484330077,117.20781669663971,55.4698181828433,450.2437850146039,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,1.6984707034748219
Cu,Composite,Hydrothermal,80.64106190306231,17.269160464123683,4.231230236310054,6.858085042308682,222.2362236982192,260.8485976176902,1141.0419084091545,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,15.513262083710865
Pt,Carbide,CVD,6.054689481791469,27.551267591430786,1.1774719786225918,6.028028282936919,209.06792882490208,207.7873611894261,1067.513902641787,83.00772617337415,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,86.77225737621794
Cu,Metal_Oxide,Green_Synthesis,39.13093485259532,7.154913146298258,0.8473329259726475,3.001812583208794,207.82831136584636,64.20249579656547,357.30786866745837,10.0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,10,400,3600,3200,2000,2.5,0.003125,10,9.354613198938852
Fe,Composite,CVD,5.402182914021667,121.57647267952748,0.34253402795502985,11.01926116750127,73.5341931580416,216.43709173748346,1162.018116383888,93.6020591419337,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,41.93668857274523
Cu,Composite,Hydrothermal,12.003342627077597,83.20400813669002,4.485666496230326,9.999359491375156,125.64740792518347,93.52695793829136,1038.9168354103176,46.42195367549767,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,30.96904669463314
Pt,Carbide,Green_Synthesis,60.93825075635391,48.19554864888158,1.0018354737157438,8.875717640398099,96.53919812060639,263.68781190894913,1183.518099017485,10.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,26.59491375909618
Pt,Composite,Sol-Gel,87.63453847390083,19.825390402201805,1.5387702203219695,4.160701594664706,243.34247586375696,121.89223105190425,845.7433006551882,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,27.83268296238381
Fe,Metal_Oxide,Co-Precipitation,13.742826353508189,73.1228355180965,1.4290346303947554,6.403846203223537,222.26746779152577,79.61349810998695,1123.7994241686665,35.797884770334434,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,14,400,3600,3200,2000,3.5,0.004375,14,43.94688783150782
Pt,Carbide,Hydrothermal,46.20675017174949,79.26394066097288,1.5229399376119745,11.318942976310481,81.23282371894594,57.05106325459561,859.1024342568862,25.581363821566057,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,26.74304838101982
Co,Metal_Oxide,Hydrothermal,91.26613267103149,105.59032664609529,3.340305634143592,8.55236644562592,95.54208118228635,191.9638227087436,1040.6027294959802,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,1.5526555808120293
Pt,Composite,Hydrothermal,81.8014963998156,145.52064435661663,4.770567793702691,8.430694828734225,144.00457845501052,95.87947545102541,771.4722219473475,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,33.739471867202425
Ag,Composite,Green_Synthesis,52.927453853661135,65.80688403069884,1.6472671797877019,11.218139172813311,87.6863016545611,312.19218610690837,1122.0918098379584,10.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Co,Metal_Oxide,Sol-Gel,77.61400105422544,61.499096782561026,2.038235773293484,8.03850352409674,210.51924248205503,30.99036462798866,669.8955961924026,12.264130793362746,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,8,400,3600,3200,2000,2.0,0.0025,8,19.46805864171492
Co,Metal,CVD,53.223989856364625,56.11957068392825,3.855734920543056,8.378609237012814,209.3270375285825,308.40080056940707,910.2255982250371,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,10.44628498086017
Fe,Composite,Sol-Gel,17.49304905371918,124.2116624360623,2.1616897209384294,6.111441250285956,187.9765985115847,201.9604939268725,1108.6564973024956,32.28406478950083,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,22.949943758976037
Au,Metal,Green_Synthesis,14.224139095724553,24.291265988486444,4.630213839630237,6.3429683630913445,180.0947960701097,334.3080296381468,564.6291306182915,35.32773037892516,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,46.320025573772924
Au,Composite,Hydrothermal,20.460086742572837,52.228122641628325,2.5160902537260825,9.170461761727374,148.1428391863618,97.52171490903908,129.0422823939726,24.74903421664318,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,21.087589471050883
Pt,Metal,Co-Precipitation,36.39036530663659,109.02064992643324,1.7386742788180771,5.883916949681808,103.10025784937139,63.750353592191516,224.35182533119675,21.74217364288572,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,31.855247986420437
Co,Metal,Hydrothermal,93.19186823205384,3.3385453660245257,4.857862418671348,8.031971285290652,213.31115187397955,236.23620904515604,1169.1025859249282,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,12.743457422402468
Au,Metal,CVD,80.36848453805294,44.11772781724851,2.1289093803209,5.512770220409217,218.23723853164879,263.22004851440227,1060.5227953462165,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,20.775324437823386
Au,Metal_Oxide,Co-Precipitation,44.41455300017912,96.57562725045176,1.155874355940213,4.495127141590008,36.13963049443767,152.95306966921464,631.7591837759701,14.744103150283856,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Pt,Metal,Hydrothermal,50.321517559182254,28.7068626021199,0.8885040739476646,7.089622130448313,114.68936813291783,34.51445728597709,1156.9893532751494,11.904201457503923,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,41.54455783979231
Au,Metal,Co-Precipitation,28.029726851308656,46.103874799516404,4.975906629141628,4.957014111726965,30.991205601300514,164.2976112740778,304.1661003531842,10.507696983552677,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,8.391523781084242
Cu,Metal,Sol-Gel,71.02658973426875,73.42071609800115,3.7649384656442457,11.086448745733868,213.8824138074178,107.14968502279241,222.06300424691403,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,0.0
Pd,Composite,Green_Synthesis,80.67103580327972,63.88151132948339,2.0432989872759038,5.732516692443296,64.84598046745941,144.6649816549322,761.584085706846,10.0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,19.277182803588452
Fe,Metal,Hydrothermal,25.412660175422502,16.79805130335145,4.1318167142609505,8.37661885985389,176.62002208371987,197.22897133693598,520.3323267382589,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,9.854259948918447
Pd,Composite,CVD,6.098519131073606,140.79706301608925,2.734030647572425,5.370976564906835,105.40955898123325,261.7728036665698,473.7465995527074,79.33929673595232,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,62.72175294119264
Pt,Metal,Sol-Gel,63.1411164299711,7.599615366731823,1.5869478681663622,5.322173364522898,208.61472697723713,347.8643444883646,907.5670846812926,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,32.828143011624235
Ag,Metal,Hydrothermal,57.12618767526103,112.71167070699988,3.716929043679797,6.155724733305671,139.679552557097,77.51994864806102,265.01444841232205,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,13.71784692456831
Fe,Metal_Oxide,Sol-Gel,41.40885319282989,11.641992892582463,3.729473694415759,11.242871105888542,97.99043300160028,254.36681075313408,956.2939250691273,11.288752577826425,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,0.0
Pt,Composite,CVD,65.1016062937746,70.62707465073682,2.500846145920675,6.523479644567399,97.87090013141659,106.95977909848119,495.3945775276162,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,35.3782363962342
Co,Metal,Hydrothermal,55.96010320254407,27.136282456656243,0.22579170177748187,10.3913982248173,98.55862954485502,102.83255223958685,1185.4113137546033,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,0.0
Ag,Composite,CVD,26.556994506230893,22.023571667909867,0.3851124328683381,4.775682670845897,202.43032380684318,239.07284631636838,989.6206955884431,20.154602971463955,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,36.354005921215446
Pd,Composite,Co-Precipitation,40.97743961102679,19.758798504717035,3.943747395006356,3.4335258882278796,185.00100973600155,286.07984205001156,810.8459183079054,12.220367537739131,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,25.765785661300836
Pt,Carbide,CVD,43.955129835229684,68.46520886760601,4.117381879941066,10.035101291712973,96.82317415296993,352.6697239950786,352.3908969275161,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,37.57008919316122
Co,Metal_Oxide,Co-Precipitation,88.26430345860524,77.80725149870655,3.3914487428859115,7.8768740771139125,135.29682001231066,283.71416738174185,1152.0691060153715,11.138925635279229,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,13.905460919208396
Fe,Metal_Oxide,Hydrothermal,96.16860710463803,20.874289537883143,4.1953428770884145,7.533532317242293,42.134511744098205,81.91393951589177,136.20104374381017,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,0.0
Fe,Metal_Oxide,Co-Precipitation,89.51413351485671,146.9299638096697,3.5974373517880602,5.449852643244722,211.1875603808702,104.3828765878965,345.68475801026744,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,12.483811014406665
Ni,Carbide,Hydrothermal,72.479446357094,39.40711714247124,4.48467310254458,3.6508531337341665,84.83983212484284,281.25859932406576,140.453279940833,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,0.0
Co,Carbide,Hydrothermal,59.32928789337054,69.3673596008147,0.7519913630664016,7.345740326995614,225.07565691370678,203.9060082547735,1163.1677977160016,13.071004297167672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,22.6197124578131
Cu,Metal_Oxide,Green_Synthesis,69.54764027566358,33.2241640826843,1.9387076416343674,10.805037229194346,159.27925592790837,127.4846444216497,1058.5944716106287,10.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,1.9368234486331897
Au,Carbide,Hydrothermal,94.03270363180351,74.59447417198228,2.320553969454096,4.080198123331373,152.75953649860952,185.68847128771586,1147.3184323815433,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,10.290500174390791
Ag,Carbide,Co-Precipitation,26.499876051935512,113.64647078731211,1.4883189737910678,11.36253791412455,61.61171702069985,331.91304712180414,886.5384843432482,21.268340599450532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,1.0138479248055567
Co,Carbide,Green_Synthesis,54.44180975199368,78.64420012987979,3.62683224074722,5.472561722174532,40.6454559077537,279.3477913319746,130.16647237647805,18.259298550779974,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,15,400,3600,3200,2000,3.75,0.0046875,15,0.0
Ni,Metal_Oxide,Green_Synthesis,69.58158586203997,43.56168173699023,4.562194063445701,7.78967663545796,149.33873072091103,178.73025523142428,1124.652244358198,10.0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,12,400,3600,3200,2000,3.0,0.00375,12,5.624449349211634
Au,Metal_Oxide,Hydrothermal,68.56620612977892,38.011094701356775,2.0624109963463817,3.5985755591992366,130.2975527324254,353.58279513308327,563.0480488488985,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,13.639911956758134
Au,Metal_Oxide,CVD,26.72333803852997,114.08122652783096,4.707709822989833,6.825419344223812,51.92868255488409,292.308626750902,505.0209559602198,17.612123390370087,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,12,400,3600,3200,2000,3.0,0.00375,12,15.339546901533375
Pt,Carbide,CVD,59.49968968419569,18.61748818321323,2.5838445357202833,4.133080977664472,213.007237566592,31.937400647121127,412.54559923361785,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,38.971194865945655
Au,Metal_Oxide,Green_Synthesis,79.99948795717533,56.12500766647455,2.6125781340802554,3.4317640746948674,118.87902681453588,67.08119360669181,415.4776100120966,10.0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,2,14,400,3600,3200,2000,3.5,0.004375,14,6.651163243037207
